θαλερός|swelling, blooming
θαλλός|twigs
θαλπιάω|be warm
θαλπωρή|warming; comfort
θαλυσιάδης|son of Thalysius
θαλύσια|offering of first fruits, harvest offering
θαμέες|frequent, thick
θαμίζω|come or go; do frequently, resort to
θαμβέω|be astonished or wonder at, gaze upon with wonder
θανέειν|die, be killed; be dead
θαπ|wonder, be amazed at, be dazed
θαρσέω|be bold, confident, full of courage; take courage
θαρσαλέος|courageous, daring, bold
θαρσύνω|encourage
θαυμάζω|wonder, admire
θαυμαίνω|, fut. part. “θαυμανέοντες”
θαυμακίη|a town in Magnesia, under the rule of Philoctētes
θαῦμα|wonder, marvel; wonder, amazement
θεά|goddess
θείνω|strike
θείομεν|put, place; put into one's mind, inspire, suggest; make, cause; put or place; make or prepare
θείω|see (1) “θέω”
θεανώ|Theāno
θεειόω|fumigate
θειλόπεδον|drying - place
θελκτήριον|spell, charm
θεμιστεύω|be judge for or over, judge
θεμόω|caused
θεν|a suffix forming an ablatival genitive; of place, “Τροίηθεν, οἴκοθεν, ἄλλοθεν”
θεοείκελος|like the gods, god-like
θεοειδής|god-like, beautiful as the gods
θεοκλύμενος|a seer in Ithaca
θεοπροπέω|prophesy
θεοπροπίη|prophecy, oracle
θεοπρόπος|seer, prophet
θεουδής|god-fearing, pious
θεράπων|attendant, comrade at arms
θερέω|warm, be warm, warm oneself
θεραπεύω|be servant to, serve, defer to
θερμαίνω|warm, heat; get hot
θερμός|warm, hot
θερσίλοχος|(1) a Trojan
θερσίτης|Thersītes
θεσμός|site, place
θεσπέσιος|divinely uttered or uttering; divine; prodigious, vast, wondrous, mighty
θεσπιδαής|prodigiously or fiercely blazing
θεσπρωτοί|Thesprotians
θεσσαλός|a son of Heracles, father of Pheidippus and Antiphus
θεστορίδης|son of Thestor
θεόδμητος|god - built
θεόθεν|from a god, from God
θεός|god; goddess; the deity, God
θεώτερος|divine, for the gods; two
θεῖεν|put, place; put into one's mind, inspire, suggest; make, cause; put or place; make or prepare
θεῖμεν|put, place; put into one's mind, inspire, suggest; make, cause; put or place; make or prepare
θεῖος1|of the gods, god - like, sacred
θεῖος|of the gods, god - like, sacred
θηέομαι|gaze; at, behold
θηβαῖος|a Theban
θηητήρ|beholder; fancier
θηλέω|swell, teem, bloom
θημῶν|heap
θηοῖο|gaze; at, behold
θηρίον|wild animal, beast
θηρευτής|hunts; man; hunting
θηρεύω|hunt
θηρητήρ|hunter
θησαίατο|see “θάομαι”
θησεύς|Theseus
θητεύω|be a day laborer, work for hire
θι|in which
θλάω|crush, bruise
θλίβω|press, squeeze
θνήσκω|die, be killed; be dead
θνητός|mortal
θοινάω|to be entertained
θοός1|swift, quick
θοός|swift, quick
θοόω|make pointed, bring to a point
θοώτης|the herald of Menestheus
θοῦρος|impetuous, rushing
θράσιος|a Paeonian, slain by Achilles
θράσος|courage, confidence, boldness, audacity
θρέξασκον|run
θρέπτρα1|return for rearing
θρέπτρα|return for rearing
θρέψα|make big or thick, make to grow; nourish, bring up, rear, tend; thicken, congeal, grow big, wax, grow up; bred
θρίξ|hair, hairs
θρασυκάρδιος|stout-hearted
θρασυμέμνων|bravely steadfast
θρασυμήδης|a son of Nestor
θρασύδημος|charioteer of Sarpēdon
θρασύμηλος|charioteer of Sarpēdon
θρασύς|bold, daring, confident
θρηίκιος|Thracian; Samothrace
θρηνέω|chant or sing a dirge
θριγκός|coping, cornice; battlements
θριγκόω|crowned the top
θρινακίη|a fabulous island, the pasture of the kine of Helius
θρυλίσσω|crush
θρωσμός|rise or elevation
θρόνιον|a town of the Locrians
θρόνον|flowers
θρόνος|arm-chair
θρόος|speech, tongue
θρύον|@
θρώσκω|spring, leap up
θρῄκη|Thrace; from Thrace; to Thrace
θρῆιξ|inhabitant of Thrace, Thracian
θρῆνος|dirge
θρῆνυς|footstool
θρῇξ|see “Θρῇιξ”
θυέεσσιν|burnt-offerings
θυέστης|Thyestes
θυήεις|smoking with incense, fragrant
θυγάτηρ|daughter
θυεστιάδης|son of Thyestes
θυηλή|sacrificial offering
θυμαλγής|heart-grieving, distressing
θυμαρής|pleasing to the heart, dear, welcome
θυμβραῖος|a Trojan, slain by Diomed
θυμηγερέω|collect or rally the life; recover
θυμηδής|delighting the heart, agreeable
θυμηρής|, “ές”
θυμοίτης|a Trojan chief
θυμοβόρος|heartgnawing
θυμοδακής|heart-stinging, cutting
θυμολέων|lion - hearted
θυμοραιστής|life - destroying
θυμοφθόρος|life-destroying, deadly
θυμός|heart, soul, life
θυοσκόος|prophet
θυραωρός|doorwatching
θυρεός|door-stone
θυσανόεις|tasselled, many-tasselled
θυόεις|odorous
θυόω|fragrant
θυώδης|fragrant
θωή|penalty
θωρήσσω|arm with cuirass; arm oneself
θωρηκτής|cuirassed, wellcuirassed
θόας|(1) son of Andraemon, king of Pleuron and Calydon in Aetolia
θόη|a Nereid
θόλος|rotunda; k
θόρε|spring, leap up
θόωκος|seat; assembly; to the assembly
θόων|(1) a Phaeacian
θόωσα|a nymph, the daughter of Phorcys, and mother of Polyphēmus
θύελλα|blast, gust, squall
θύμβρη|a region or a plain bordering on the Thymbrius, a branch of the Scamander
θύνω|rush along, charge
θύον|arbor-vitae
θύος|burnt-offerings
θύραζε|to the door, forth, out
θύρετρα|wings of a door, door; o
θύρη|door, gate, folding - doors, entrance
θύρηθι|out of doors
θύρηφι|out of doors
θύσανος|tufts, tassels, fringe
θύσθλα|thyrsi
θύω1|@
θύω2|@
θύω|@
θώρηξ|breast - plate, cuirass, corselet
θώς|jackal
θῆβαι|Thebes or Thebē
θῆλυς|female; weaker; weak
θῆσθαι|see “θάομαι”
θῶκος|seat; assembly; to the assembly
θῶν|Thon
ιερός|strong, powerful; sacred, hallowed
ιμάς|strap or thong; straps; reins; halter; chin-strap; cestus; leash or latchstring
κ̓|= (1) “κέ”
κάββαλε|cast or throw down
κάγ|see “κατά”
κάγχανος|dry
κάδ|see “κατά”
κάδμος|Cadmus
κάειρα|of Caria, Carian
κάθημαι|sit
κάθηρα|cleanse, clean; wash off or away
κάκ1|see “κατά”
κάκ|see “κατά”
κάκτανε|kill, slay
κάλλιμος|= “κᾱλός”
κάλλιον1|see “κᾱλός”
κάλλιον|see “κᾱλός”
κάλλιπε|leave behind, leave; abandon
κάλλιστος|see “κᾱλός”
κάλλιφ̓|leave behind, leave; abandon
κάλλος|beauty
κάλος2|ropes, halyards
κάλος|ropes, halyards
κάλπις|water - jar, urn
κάλυμμα|veil
κάλυξ|ear-rings
κάλχας|Calchas
κάμ|see “κατά”
κάμαξ|vine-pole, vine-prop
κάματος|fatigue, weariness, toil
κάμβαλε|cast or throw down
κάμε|grow weary; dead; wrought
κάμειρος|a town on the west coast of Rhodes
κάμμορος|ill-starred, hapless
κάμνω|grow weary; dead; wrought
κάμπτω|bend
κάνεον|tray, basket
κάπ|see “κατά”
κάπετος|ditch, grave
κάπη|crib, manger
κάππεσον|fall down
κάπριος|wild boar
κάπρος|wild boar, boar
κάπυς|Capys
κάρ1|@
κάρ2|@
κάρ|@
κάρη|head
κάρηνον|heads; summits
κάρησος|a river rising in Mt. Ida
κάρτιστος|strongest, mightiest; best
κάρτος|see “κράτος”
κάρυστος|a town at the southern extremity of Euboea
κάρφω|parch, shrivel up
κάσος|an island near Cos
κάστωρ|Castor
κάσχεθε|hold down; hold fast, keep back; occupy; hold down upon or cover oneself; stop, tarry
κάταντα|downhill
κάτειμι|go or come down
κάτθανε|go down to death, die; be dead and gone
κάτω|down, downward
κέ|enclitic modal adv. indicating a condition; essentially equivalent to “ἄν”
κέαται|lie, be placed or situated
κέδρος|cedar
κέκασμαι|excel
κέκλετο|command, urge on, exhort, call to
κέκληγα|scream
κέκλυθι|hear; hear; hearken to
κέκμηκας|grow weary; dead; wrought
κέλαδος|clang, echo, clamor
κέλευθος|path, way
κέλης|racer, courser; race-horse
κέλλω|beach
κέλομαι|command, urge on, exhort, call to
κέλσαι|beach
κέν|enclitic modal adv. indicating a condition; essentially equivalent to “ἄν”
κένσαι|goaded on
κένταυρος|Centaur
κέντρον|goad
κέντωρ|goader
κέονται|lie, be placed or situated
κέραμος|earthen; pot or jar
κέρας|horn
κέρδος|gain, profit; shrewd counsel
κέρσας|shear, shear off, cut down; cut
κέσκετο|lie, be placed or situated
κέχανδα|hold, contain
κέχυμαι|pour, shed; be poured, shed, or strewn, pour, flow; pour
κέω|see “κείω”
κήδειος|dear
κήδιστος|dearest
κήδω|trouble, distress; be concerned, care for
κήλεος|blazing
κήξ|gull
κήομεν|burn, consume; burn, burn up
κήρινθος|a town in Euboea, N. E. from Chalcis
κήτειοι|a Mysian tribe, followers of Eurypylus
κίδναμαι|be diffused
κίθαρις|cithara, lyre
κίκονες|Ciconians
κίλικες|Cilicians
κίλλα|Cilla
κίνυμαι|move on, march
κίρκη|Circe
κίρκος|hawk or falcon
κίστη|box, chest
κίχλη|thrush
κίω|go, go away
κίων|pillar
καήμεναι|burn, consume; burn, burn up
καί1|and, also, too, even
καί|and, also, too, even
καίνυμαι|excel
καίριος|in the right place; fatal
καίω|burn, consume; burn, burn up
καβησόθεν|from Cabēsus
καγχαλάω|laugh aloud or exultingly
καδδραθέτην|fall asleep, sleep
καδδῦσαι|go down into, enter; set; put on
καδμεῖοι|Cadmeians, Thebans
καθάλλομαι|rush down
καθάπαξ|once for all
καθάπτομαι|accost, address; upbraid, chide, reprove
καθέζομαι|sit down
καθέηκα|let go down, let down
καθέξει|hold down; hold fast, keep back; occupy; hold down upon or cover oneself; stop, tarry
καθίζω|sit; cause to sit, place, convoke
καθίημι|let go down, let down
καθίστημι|set down
καθαίρω|cleanse, clean; wash off or away
καθαιρέω|take down; bring low, overcome
καθαρός|clean, fair, clear
καθείατο|sit
καθεψιάομαι|make sport of
καθεύδω|lie down to sleep, sleep
καθεῖσα|cause or bid to sit down; set, place, establish
καθιδρύω|bid to sit down
καθιζάνω|take seat
καθικνέομαι|reach, touch
καθοράω|look down upon
καθύπερθε|from above, above, over
καινείδης|son of Caeneus
καινεύς|a king of the Lapithae
καιροσέων|with many loops; fine-woven
κακίζομαι|play the coward
κακκείοντες|lie down; to lie down, to sleep
κακκεῖαι|, “-ῆαι”
κακοίλιος|sad Ilium, Ilium of evil name
κακοείμων|ill-clad
κακοεργίη|ill - doing
κακοεργός|evil - doing, rascally
κακομήχανος|contriving evil, malicious
κακορραφίη|evil device, maliciousness
κακοφραδής|illjudging, perverse
κακόξεινος|having sorry guests
κακός|bad; evil, pest, ills
κακότεχνος|devised in evil
κακότης|evil, wickedness, cowardice
κακόω|bring to evil or trouble, maltreat, disfigure
κακώτερος|bad; evil, pest, ills
καλάμη|reed, stalk
καλέω|call; call; summon, invite
καλήσιος|companion of Axylus, slain by Diomed
καλήτωρ|@
καλαῦροψ|shepherd's staff
καλητορίδης|son of Calētor, Aphareus
καλλίαρος|a town in Locris
καλλίγυναιξ|with beautiful women
καλλίζωνος|with beautiful girdles
καλλίθριξ|with beautiful manes; fairfleeced
καλλίκομος|with beautiful hair
καλλίρροος|beautifully - flowing, fair-flowing
καλλίσφυρος|fair-ankled
καλλίχορος|with beautiful dancing-lawns
καλλείπω|leave behind, leave; abandon
καλλιάνασσα|and “Καλλιάνειρα”
καλλικολώνη|Fair-mount
καλλικρήδεμνος|with beautiful head-bands
καλλιπάρῃος|faircheeked
καλλιπλόκαμος|with beautiful locks
καλλιρέεθρος|beautifully-flowing
καλυδών|Calydon
καλυψώ|Calypso
καλός1|beautiful, fair; fine, well, proper
καλός|beautiful, fair; fine, well, proper
καλύδναι|Calydnian
καλύπτρη|veil
καλύπτω|cover, veil, hide
καμινώ|oven; bake
καμμίξας|see “καταμί̄γνῡμι”
καμμονίη|steadfastness, endurance; victory
καμπύλος|bent, curved
καναχέω|rang
καναχή|ringing; rattling
καναχίζω|rattled; re-echoed
καννεύσας|nod down; nod; assent; grant
κανών|shuttle or spool; handle
καπανεύς|Capaneus
καπανηιάδης|son of Capaneus
καπνίζω|lighted fires
καπνός|smoke
καπύω|breathed forth
καρδίη|heart
καρδαμύλη|a town in Messēne, under the sway of Agamemnon
καρηκομόωντες|long-haired
καρκαίρω|quake
καρπάλιμος|swift; swiftly, speedily, quickly
καρπός1|@
καρπός2|@
καρπός|@
καρρέζουσα|stroke, caress
καρτερόθυμος|strong-hearted
καρτερός|strong, powerful, mighty
καρτὖνω|strengthened their
καρφαλέος|dry
καρχαλέος|rough; dry
καρχαρόδους|sharp-toothed
καρός|whit
κασίγνητος|brother
κασιγνήτη|sister
κασσάνδρη|Cassandra
κασσίτερος|tin
καστιάνειρα|the mother of Gorgythion
καστορνῦσα|see “καταστορέννῡμι”
κατά1|down; down, utterly; devoured; gone; down, down from, down over; down, down through, down into; throughout; in; according; to, by; according to
κατά|down; down, utterly; devoured; gone; down, down from, down over; down, down through, down into; throughout; in; according; to, by; according to
κατάγω|lead or bring down, bring; bring to land or port, put in
κατάκειμαι|lie down, lie, remain; rest; be set down
κατάκρηθεν|from top to bottom, utterly
κατάκρης|from top to bottom, utterly
κατάνομαι|be used up, wasted
κατάντηστιν|meeting; at the junction; opposite the entrance of the house
κατάπαυμα|rest from, alleviation
κατάρχομαι|began the sacred
κατέαξα|see “κατάγνῡμι”
κατέδει|see “καταδέω”
κατέδω|eat up, devour
κατέκταθεν|kill, slay
κατένωπα|in the face of, turned toward
κατέπαλτο|darted down from
κατέπεφνον|kill, slay
κατέρχομαι|come or go down, come
κατέσσυτο|rushed down
κατέχω|hold down; hold fast, keep back; occupy; hold down upon or cover oneself; stop, tarry
κατήριπε|fall down, be prostrated
κατίμεν|see “κατιέναι”
κατίσχω|hold down, occupy; hold back; hold; steer; keep
καταέννυμι|clothe, cover
καταίσχω|hold down, occupy; hold back; hold; steer; keep
καταβάλλω|cast or throw down
καταβαίνω|step down, descend; from; leave
καταδάπτω|tear, devour
καταδέρκομαι|look down upon
καταδέω1|bind down, bind fast, confine
καταδέω|bind down, bind fast, confine
καταδαρθάνω|fall asleep, sleep
καταδεύω|drench, wet
καταδημοβορέω|devour or consume in common
καταδράθω|fall asleep, sleep
καταδύω|go down into, enter; set; put on
καταείσατο|go or come down
καταειμένος|see “καταέννῡμι”
καταζαίνω|make dry, dry up
καταθάπτω|inter, bury
καταθέλγω|subdue by charming, charm, enchant
καταθείομαι|put or lay down, put away
καταθνήσκω|go down to death, die; be dead and gone
καταθνητός|mortal
καταθύμιος|in or upon the mind; heart
καταιβατός|to be descended, passable
καταικίζω|disfigure, soil
καταισχύνω|disgrace, dishonor
κατακαίριος|mortal
κατακαίω|burn up, consume
κατακείρω|shear down; waste, consume
κατακείω|lie down; to lie down, to sleep
κατακλάω2|break down, break off; broke
κατακλάω|break down, break off; broke
κατακλίνω|lean or lay down
κατακλῶθες|Fates
κατακοιμάω|lie down to sleep, sleep, lie
κατακοιρανέω|belord or ruler, rule
κατακοσμέω|put in order
κατακρύπτω|hide, conceal
κατακτείνω|kill, slay
κατακύπτω|bend down the head, bow down
κατακῆαι|burn up, consume
καταλέγω1|@
καταλέγω2|@
καταλέγω|@
καταλήθομαι|forget entirely
καταλείβω|trickling down
καταλείπω|leave behind, leave; abandon
καταλοφάδεια|crosswise over his back
καταλύω|loose; undo
καταμάρπτω|overtake
καταμάω|heaped upon himself
καταμύσσω|scratched her
κατανεύω|nod down; nod; assent; grant
καταντικρύ|opposite, straightforward, straight through
καταπέσσω|digest
καταπέφνων|kill, slay
καταπήγνυμι|stick fast, plant
καταπίπτω|fall down
καταπαύω|put an end to, quell; silence, stop
καταπλέω|sail down, put in
καταπλήσσω|was struck with dismay
καταπρηνής|flat
καταπτήσσω|crouch down, cower
καταπτώσσω|crouch down, cower
καταπύθομαι|become rotten, rot away
καταράομαι|utter imprecations, invoke upon
καταριγηλός|horrible
καταρρέζω|stroke, caress
καταρρέω|flow down
κατασβέννυμι|extinguish, quench
κατασεύομαι|rushed down
κατασκιάω|overshadow
καταστορέννυμι|spread down, spread out upon
καταστυγέω|was horror-struck
κατασχεθεῖν|hold down; hold fast, keep back; occupy; hold down upon or cover oneself; stop, tarry
κατατήκω|melt down, melt
κατατίθημι|put or lay down, put away
κατατρύχω|wear or waste away, exhaust, consume
καταφέρω|will bring; down
καταφθίω|destroy; perish, pass away, die; down
καταφλέγω|burn up, consume
καταφυλαδόν|in tribes, in clans
καταχέω|pour down, shower down, shed over
καταχθόνιος|subterranean, nether
καταῖτυξ|leather helmet or skull-cap
καταῦθι|right; there; here; on the spot
κατείβω|let flow down, shed; flow apace, trickle down
κατεναίρω|slay
κατεναντίον|down against, go to meet
κατεπάλμενος|springing down to
κατερείπω|fall down, be prostrated
κατερητύω|hold back, restrain
κατερυκάνω|hold back, hinder, detain
κατερύω|draw down, launch
κατευνάζω|put to bed, lull to sleep; lie down, sleep
κατεφάλλομαι|springing down to
κατηπιάω|alleviate, assuage
κατηρεφής|covered over, vaulted, overhanging
κατηφέω|be humiliated, confounded
κατηφής|humiliated, disgraced
κατηφείη|humiliation, shame
κατηφών|disgraces
κατθάψαι|inter, bury
κατθέμεν|put or lay down, put away
κατοίσεται|will bring; down
κατωμάδιος|down; from; the shoulder
κατωμαδόν|down; from; the shoulder
κατόπισθε|in the rear, behind; in the future, afterwards
κατῶρυξ|dug in, buried or firmly set in the earth
καυλός|spear-shaft; sword-hilt
καφ|gasping out
καύκωνες|Cauconians
καύστειρα|hot, raging
καύστριος|Caÿster
καὐτός|= “καὶ αὐτός”
καῦμα|burning heat
κεάδης|son of Ceas
κεάζω|split, cleave; shiver
κείαται|lie, be placed or situated
κείρω|shear, shear off, cut down; cut
κείω1|@
κείω2|@
κείω|@
κεβριόνης|a son of Priam, charioteer of Hector, slain by Patroclus
κεδάννυμι|disperse, scatter
κεδνός|careful, true, good, excellent
κεδρινός|of cedar
κειάμενος|burn, consume; burn, burn up
κειμήλιον|treasure, heirloom
κεινός2|empty; vain, idle
κεινός|empty; vain, idle
κεκάδοντο|give way, fall back, retire; give over, rest from; depriving
κεκαδήσει|trouble, distress; be concerned, care for
κεκαφηώς|see “καφ-”
κεκλήατο|call; call; summon, invite
κεκλήσῃ|call; call; summon, invite
κεκλόμενος|command, urge on, exhort, call to
κεκοπώς|knock, smite, hammer
κεκορυθμένος|arm; with the helmet; arm, equip; arm oneself; head
κεκοτηώς|be angry
κεκράανται|see “κεράννῡμι”
κεκρύφαλος|net
κεκόρημαι|see “κορέννῡμι”
κεκύθωσι|hold concealed, hide, cover
κελάδων|@
κελαδέω|sound; shout
κελαδεινός|sounding, ringing, clanging, echoing
κελαινεφής|of the dark clouds; dark
κελαινός|dark, black
κελαρύζω|gurgle
κελευτιάω|urge or cheer on
κελεύω|urge; command, bid, request
κελητίζω|ride race-horses
κεμάς|deer
κενεαυχής|emptily or idly boasting
κενεός|empty; vain, idle
κενεών|waist, small of the back
κεντέω|goaded on
κεντρηνεκής|goaded on
κενός|empty; vain, idle
κεράασθε|see “κεράννῡμι”
κεράννυμι|mix, prepare by mixing; have mixed
κεράω1|see “κεράννῡμι”
κεράω|see “κεράννῡμι”
κεραίζω|lay waste, destroy; kill
κεραίω|see “κεράννῡμι”
κεραμεύς|potter
κεραοξόος|horn-polishing, worker in horn
κεραυνός|thunderbolt, lightning
κεραός|horned
κερδίων|more profitable, more advantageous; slyest
κερδαλέος|profitable, advantageous; cunning, sly
κερδαλεόφρων|with mind bent on gain, greedy - minded; craftyminded
κερδοσύνη|craft; cunningly, craftily
κερκίς|rod
κερτομέω|taunt, tease
κερτομίη|taunt
κερτόμιος|taunting, cutting
κερῶνται|see “κεράννῡμι”
κεστός|embroidered
κευθάνω|hold concealed, hide, cover
κευθμός|lair
κευθμών|hiding-place, cranny
κεφαλή|head
κεφαλλῆνες|Cephallenians
κεχαρησέμεν|see “χαίοω”
κεχαρισμένος|show favor, gratify; be dear or pleasing; welcome
κεχηνώς|gape, yawn
κεχρημένος|have use or need of
κεχόλωμαι|enrage, anger; be wroth, angry, incensed
κεύθω|hold concealed, hide, cover
κεῖθεν|thence, then
κεῖθι|there
κεῖμαι|lie, be placed or situated
κεῖνος1|, “κείνη, κεῖνο”
κεῖνος|, “κείνη, κεῖνο”
κεῖσε|thither, there
κεῦθος|, “εος”
κηδεμών|near friend, mourner
κηκίω|gush forth
κηληθμός|charm; spell - bound
κηρεσσιφόρητος|borne on by; fates
κηρόθι|heart
κηρός|wax
κηρύσσω|proclaim as herald, summon, order
κητώεις|full of ravines
κηφισίς|, “ίδος”
κηφισός|a river in Phocis
κηώδης|sweet-smelling, fragrant
κηώεις|sweet-smelling, fragrant
κιθαρίζω|play on the cithara, play
κιθαριστύς|cithara-playing
κικλήσκω|call; call, summon
κιμμέριοι|Cimmerians
κινέω|move, set in motion, disturb, stir; move
κινυρός|whimpering, wailing
κινύρης|a ruler in Cyprus
κιρνάω|mix
κισσηίς|daughter of Cisses
κισσύβιον|cup or bowl
κισσῆς|a ruler in Thrace, the father of Theāno
κιχάνω|overtake, come upon, find
κλάζω|scream
κλάω1|break, break off
κλάω|break, break off
κλέος|rumor, tidings, glory; glorious deeds
κλέπτης|thief
κλέπτω|steal; deceive
κλήδην|by name
κλήθρη|alder
κλίνω|make to slope or incline, lean; put to flight; bend oneself, sink or lie down; be supported, lean against
κλίσιον|an adjoining building
κλαίω|weep, cry
κλαγγή|scream
κλαγγηδόν|with cries
κλαῦσε|weep, cry
κλείω1|@
κλείω2|@
κλείω|@
κλεηδών|rumor, tidings; omen
κλειτός|celebrated, famous
κλεοπάτρη|the wife of Meleāger, identical w. “Ἀλκυόνη”
κλεπτοσύνη|thieving, trickery
κλεωναί|a town in Argolis
κλεόβουλος|a Trojan, slain by the lesser Ajax
κλεῖτος|(1) a Greek, the son of Mantius
κληίς|bolt, bar; c, g, f; g; key; hook; f, g; collar - bone; tongue; thole-pins, rowlocks; at the oars
κληίω|shut
κληηδών|rumor, tidings; omen
κληιστός|that may be closed
κλητός|called, chosen, invited
κλιντήρ|couch, sofa
κλισίη|hut or lodge; barrack; couch or easy-chair
κλισίηθεν|from the hut, from the barrack
κλισίηνδε|to the hut, to the barrack
κλισμός|reclining chair, easy-chair
κλιτύς|slope, hillside
κλονέω|put to rout, drive in confusion; be driven or rush; wildly about
κλονίος|leader of the Boeotiaus, slain by Agēnor
κλοτοπεύω|be wasting words or making fine speeches
κλυμένη|(1) a Nereid
κλυτίδης|son of Clytius
κλυταιμνήστρη|daughter of Tyndareus, sister of Helen, and wife of Agamemnon. She was slain at the same time that her paramour Aegisthus was killed by Orestes, “310”
κλυτομήδης|son of Enops of Aetolia, beaten by Nestor in a boxingmatch
κλυτοτέχνης|famous in art, renowned artificer
κλυτόεργος|maker of famous works
κλυτόνηος|son of Alcinous
κλυτόπωλος|with famous steeds
κλυτός|illustrious, glorious; famous, fine
κλυτότοξος|with glorious bow, illustrious archer
κλωμακόεις|rock - terraced, rocky
κλόνος|tumult
κλόπιος|deceitful
κλύδων|surge, billow
κλύζω|plash, dash
κλύμενος|king of the Minyans in Orchomenus, father of Eurydice, mortally wounded at Thebes
κλύτιος|(1) a son of Laomedon, brother of Priam, and father of Calētor, “427, Γ 147”
κλύω|hear; hear; hearken to
κλῆρος1|lot; paternal estate
κλῆρος|lot; paternal estate
κλῖμαξ|stair-way, ladder
κλῦθι|hear; hear; hearken to
κλῶθες|Fates
κνάω|grate
κνέφας|darkness, dusk
κνήμη|shin
κνίση|steam or savor; fat
κνημίς|greave; leather leggins
κνημός|mountain - valleys
κνισήεις|redolent of savory viands
κνυζηθμός|whimpering
κνυζόω|render dim or lustreless
κνωσός|Cnosus
κνώδαλον|wild animal
κνώσσω|slumber
κνῆ|grate
κνῆστις|grater, or
κοίρανος|@
κοίτη|bed
κοιμάω|put to bed or to rest; lull to sleep; lie down to sleep or to rest; sleep
κοιρανέω|belord or ruler, rule
κολεόν|sheath or scabbard
κολλήεις|united
κολλητός|joined; compacted or
κολοιός|jack-daw
κολοσυρτός|noisy rout
κολούω|cut short, curtail
κολώνη|hill
κολῳάω|bawl
κολῳός|noisy wrangling, racket
κομάω|wearing long hair
κομέω1|take care of, tend
κομέω|take care of, tend
κομίζω|wait upon, attend, care for; entertain; take or bring away; fetch, convey; take to one's care, entertain; take or convey home; to oneself
κομιδή|care, attendance
κομπέω|clash
κονίη|dust, sand, ashes
κονίσαλος|dust - cloud, dust - whirl
κονίω|make dust or make dusty, cover with dust
κοναβέω|resound, ring
κοναβίζω|resound, ring
κοντός1|punting-pole, pole
κοντός|punting-pole, pole
κοπρέω|for manuring
κοπρεύς|the father of Periphētes, herald of Eurystheus
κορέννυμι|sate, satisfy; satisfy oneself; have enough of, be tired of
κορέω1|sweep, sweep out
κορέω|sweep, sweep out
κορθύομαι|rise to a head, tower up
κορμός|log, trunk
κορυθάιξ|helmet-shaking, with waving plume
κορυθαίολος|with glancing helm
κορυνήτης|club-brandisher
κορυστής|helmeted; armed, equipped
κορυφή|crest, summit
κορυφόω|rise with towering crest
κορωνίς|curved
κορύνη|battle - mace
κορύσσω|arm; with the helmet; arm, equip; arm oneself; head
κορώνεια|Coronēa
κορώνη|crooked or curved; ring; curved end; sea-crow cormorant
κοσμέω|arrange, order; marshall
κοσμήτωρ|marshaller
κοσμητός|well laid out
κοτέω|be angry
κοτήεις|wrathful
κοτυλήρυτος|that may be caught in cups, streaming
κοτυληδών|suckers
κοτύλη|little cup, hip-joint
κουλεόν|sheath or scabbard
κουρίδιος|regular, wedded; of the husband, or princely
κουρίζω2|when a young man
κουρίζω|when a young man
κουρίξ|by the hair
κουροτρόφος|nourisher of youths
κουρότερος|younger
κουρῆτες|Curētes
κούρη|young girl, daughter
κούρητες|youths; princes
κοῖλος|hollow
κοῖτος|night's rest, sleep; resting-place
κοῦρος1|youth, boy; son
κοῦρος|youth, boy; son
κοῦφος|light, agile; quickly; with lighter heart
κράατα|head
κράνεια|cornel-tree
κράπαθος|(later “Κάρπαθος”
κράτεσφι|head
κράτος1|strength, might, power; mastery, victory
κράτος|strength, might, power; mastery, victory
κρέας|flesh, meat; meat
κρήγυος|good, useful, helpful
κρήδεμνον|head-band
κρήθων|son of Diocles, slain by Aenēas
κρήνη|fount, spring; to the spring
κρής|Cretans, inhabitants of Crete
κρήτη|Crete; to Crete; from Crete
κρίζω|creak
κρίκε|creak
κρίκος|yoke-ring
κρίνω|separate; select; decide; select or choose for oneself; get; decided
κραίνω|accomplish, fulfil, bring to pass
κραδάω|brandish
κραδαίνω|quivering
κραιπνός|rapid, quick; hasty
κρανάη|name of an island
κρανέεσθαι|accomplish, fulfil, bring to pass
κρανίον|skull
κραναός|rocky
κρατέω|be superior; have power, rule over
κραταίπεδος|with strong; hard; footing or surface
κραταιίς|overpowering force; Crataeis
κραταιγύαλος|with strong breastplates
κραταιός|powerful, mighty
κρατερός|strong, powerful, mighty
κρατερόφρων|stout-hearted, dauntless
κρατερῶνυξ|strong-hoofed, strong-clawed
κρατευταί|head-stones
κρατός2|head
κρατός|head
κρατύς|strong, powerful, mighty
κρείσσων|stronger, superior; better
κρείων|@
κρειοντιάδης|son of Creon
κρεμάννυμι|hang, hang up
κρεῖον|meat-tray, dresser
κρεῶν|flesh, meat; meat
κρηθεύς|Cretheus
κρημνός1|steep; bank
κρημνός|steep; bank
κρηναῖος|of the fount; fountain
κρητήρ|mixingbowl, wassail-bowl
κρηῆναι|accomplish, fulfil, bring to pass
κριθή|barley, barleycorn
κριτός|chosen
κριός|ram
κροαίνω|gallop
κροκόπεπλος|with saffron-colored mantle, saffron - robed
κροκύλεια|an island or a village belonging to Ithaca
κρονίδης|son of Cronus
κρονίων|son of Cronus
κροτέω|( “κρότος”
κροταλίζω|rattle
κρουνοί|‘Springs,’ a place in Elis
κρουνός|source, spring
κροῖσμος|a Trojan, slain by Meges
